chromosome,start,end,summit,peakName,untreated_GAF_intensity,RNAi_GAF_intensity,replicate_overlap,ChIPchip_overlap,number_GAGA_Jaspar,Jaspar_strand,Jaspar_hcGAF,location,total_GROseq_reads
chr2L,1694111,1694260,1694245,MACS_peak_64-3,48.6858199,128.587112,none,yes,0,no element,no,genic,4.922635898
chr2L,1704931,1705111,1704980,MACS_peak_65-1,102.380576,224.137327,replicate 1,no,0,no element,no,genic,15.25845185
chr2L,1705121,1705521,1705335,MACS_peak_65-2,1092.44497,522.383311,both replicates,no,0,no element,no,genic,16.88782106
chr2L,1705531,1705760,1705635,MACS_peak_65-3,175.928123,332.566405,replicate 1,no,0,no element,no,genic,15.349655
chr2L,1726911,1727191,1727060,MACS_peak_66-1,221.859871,112.331464,replicate 1,yes,0,no element,no,genic,87.97888163
chr2L,1727201,1727471,1727290,MACS_peak_66-2,213.481721,306.612372,replicate 1,yes,1,-,yes,genic,109.2741708
chr2L,1727481,1727861,1727765,MACS_peak_66-3,2140.36597,1269.17224,both replicates,yes,0,no element,no,promoter & genic,249.9378847
chr2L,1727871,1728640,1728045,MACS_peak_66-4,4762.29747,1851.48074,both replicates,yes,2,+,yes,promoter & genic,19.72259545
chr2L,1736651,1737121,1737035,MACS_peak_67-1,815.897074,395.357408,replicate 1,yes,0,no element,no,promoter & genic,4.392657548
chr2L,1737131,1737831,1737415,MACS_peak_67-2,14505.9316,7538.20345,both replicates,yes,6,+,yes,promoter & genic,381.3109313
chr2L,1737841,1737871,1737850,MACS_peak_67-3,53.7910589,55.7473892,replicate 1,yes,0,no element,no,genic,24.05362532
chr2L,1737881,1737980,1737975,MACS_peak_67-4,136.998809,225.787636,replicate 1,yes,0,no element,no,genic,11.0482007
chr2L,1909761,1910240,1909975,MACS_peak_68-1,2840.1813,1438.62907,both replicates,yes,0,no element,no,genic,5.748417199
chr2L,1911021,1911211,1911110,MACS_peak_69-1,108.689139,96.5897912,replicate 1,yes,0,no element,no,genic,1.28427355
chr2L,1911221,1912130,1911595,MACS_peak_69-2,3671.35848,1508.85106,both replicates,yes,0,no element,no,promoter & genic,22.47354868
chr2L,1927301,1927451,1927445,MACS_peak_70-1,32.4512876,61.9291546,replicate 1,yes,0,no element,no,genic,3.771476001
chr2L,1927461,1927970,1927605,MACS_peak_70-2,1016.7956,740.011118,replicate 1,yes,1,-,yes,genic,4.382799
chr2L,1970111,1970311,1970265,MACS_peak_71-1,102.234637,118.367256,replicate 1,yes,0,no element,no,intergenic,0.3056615
chr2L,1970321,1971020,1970585,MACS_peak_71-2,3838.39126,1769.80095,both replicates,yes,3,-,yes,intergenic,1.141301349
chr2L,1972421,1973171,1972905,MACS_peak_72-1,3268.37001,997.381879,both replicates,yes,1,-,yes,intergenic,0.3056615
chr2L,1973181,1973410,1973280,MACS_peak_72-2,202.74715,318.215855,replicate 1,yes,1,+,yes,intergenic,0.22431685
chr2L,1987171,1987331,1987185,MACS_peak_73-1,45.9870026,23.8408919,replicate 1,yes,0,no element,no,promoter & genic,47.34309693
chr2L,1987341,1987371,1987360,MACS_peak_73-2,52.6828395,84.3150518,replicate 1,yes,0,no element,no,promoter & genic,63.53825031
chr2L,1987381,1988010,1987735,MACS_peak_73-3,1812.11364,677.631629,replicate 1,yes,1,-,yes,genic,266.89224
chr2L,1988081,1988621,1988305,MACS_peak_74-1,4375.84612,1509.99309,both replicates,yes,0,no element,no,genic,194.3813174
chr2L,1988631,1989131,1988875,MACS_peak_74-2,656.909488,743.809798,replicate 1,yes,0,no element,no,genic,2.5685471
chr2L,1989141,1989991,1989575,MACS_peak_74-3,1621.88857,753.334229,both replicates,yes,0,no element,no,intergenic,3.404186949
chr2L,1990001,1990070,1990030,MACS_peak_74-4,62.9802959,187.453599,replicate 1,yes,0,no element,no,intergenic,0.52997835
chr2L,2009471,2009681,2009555,MACS_peak_75-1,122.851875,100.705407,none,no,0,no element,no,intergenic,29.17100197
chr2L,2009691,2010101,2009885,MACS_peak_75-2,566.818614,279.108336,none,no,1,-,no,promoter,12.1081574
chr2L,2010111,2010400,2010255,MACS_peak_75-3,267.72621,402.334756,none,no,0,no element,no,genic,1.069815248
chr2L,2129801,2129881,2129820,MACS_peak_76-1,89.2031176,168.911845,replicate 1,yes,0,no element,no,intergenic,1.212787449
chr2L,2129891,2130651,2130415,MACS_peak_76-2,15981.1728,14306.769,both replicates,yes,5,+,yes,promoter,0.97861205
chr2L,2130661,2131310,2130785,MACS_peak_76-3,5305.80609,2121.00535,both replicates,yes,0,no element,no,promoter,84.05952652
chr2L,2160761,2160831,2160765,MACS_peak_77-1,43.3404445,98.100108,replicate 1,yes,0,no element,no,genic,29.65168811
chr2L,2160841,2162051,2161565,MACS_peak_77-2,14316.7068,6532.32274,both replicates,yes,3,+,yes,promoter & genic,66.14132471
chr2L,2162061,2162821,2162675,MACS_peak_77-3,8009.22832,2799.66737,both replicates,yes,0,no element,no,genic,20.52865966
chr2L,2162831,2163491,2163035,MACS_peak_77-4,12141.9533,6402.14922,both replicates,yes,0,no element,no,genic,19.47856155
chr2L,2163501,2163671,2163565,MACS_peak_77-5,206.606796,139.321776,replicate 1,yes,0,no element,no,genic,15.42114115
chr2L,2163681,2164161,2163855,MACS_peak_77-6,1039.02481,703.905943,both replicates,yes,0,no element,no,genic,20.30434285
chr2L,2164241,2165011,2164805,MACS_peak_77-7,2061.2896,1063.75416,both replicates,yes,2,+,yes,genic,17.98968825
chr2L,2165021,2165280,2165150,MACS_peak_77-8,242.656426,232.576171,replicate 1,yes,0,no element,no,genic,14.23792934
chr2L,2165841,2166340,2166115,MACS_peak_78-1,561.519971,644.158467,replicate 1,yes,0,no element,no,genic,31.2292884
chr2L,2168901,2169521,2169235,MACS_peak_79-1,762.594631,530.835781,none,yes,0,no element,no,genic,18.25591555
chr2L,2169531,2169861,2169670,MACS_peak_79-2,269.563199,211.801221,replicate 1,yes,0,no element,no,genic,20.63958
chr2L,2169871,2170551,2170160,MACS_peak_79-3,2859.84601,1073.34596,both replicates,yes,1,+,yes,genic,13.69809245
chr2L,2175051,2175441,2175300,MACS_peak_80-1,402.311029,423.048288,both replicates,yes,0,no element,no,genic,8.694111899
chr2L,2175451,2175941,2175645,MACS_peak_80-2,1967.76375,953.822342,both replicates,yes,2,+,yes,genic,6.105847701
chr2L,2175951,2176190,2175985,MACS_peak_80-3,198.727456,144.010548,replicate 1,yes,0,no element,no,genic,7.695782751
chr2L,2177651,2177821,2177670,MACS_peak_81-1,80.9622749,8.85962504,replicate 1,yes,0,no element,no,genic,12.40396035
chr2L,2177831,2178281,2178155,MACS_peak_81-2,999.621161,687.304583,replicate 1,yes,0,no element,no,genic,8.866659746
chr2L,2178291,2179391,2178815,MACS_peak_81-3,14152.976,8314.38143,both replicates,yes,3,+,yes,promoter,238.5938358
chr2L,2179401,2179820,2179485,MACS_peak_81-4,324.94014,417.379032,replicate 1,yes,1,-,yes,intergenic,0
chr2L,2193401,2193920,2193620,MACS_peak_82-1,725.471001,580.478475,none,no,1,+,no,intergenic,0.15283075
chr2L,2196291,2196841,2196695,MACS_peak_83-1,684.431585,447.827897,replicate 1,yes,1,-,yes,intergenic,0.458492249
chr2L,2196851,2197481,2197105,MACS_peak_83-2,1798.50014,689.033232,replicate 1,no,2,+,no,intergenic,0.6828091
chr2L,2197491,2198000,2197600,MACS_peak_83-3,630.604657,582.898037,replicate 1,yes,1,+,yes,intergenic,0
chr2L,2199931,2200041,2199955,MACS_peak_84-1,55.4432718,242.860678,replicate 1,yes,0,no element,no,intergenic,0
chr2L,2200051,2200841,2200475,MACS_peak_84-2,10308.4641,3854.56063,both replicates,yes,3,-,yes,intergenic,0.835639849
chr2L,2200851,2201010,2200975,MACS_peak_84-3,81.7444256,70.961001,replicate 1,yes,0,no element,no,intergenic,0
chr2L,2201641,2202381,2202205,MACS_peak_85-1,1773.73818,1080.56252,replicate 1,yes,3,+,yes,intergenic,0
chr2L,2202391,2202801,2202535,MACS_peak_85-2,1296.41285,623.475373,replicate 1,yes,3,-,yes,intergenic,0
chr2L,2202811,2203911,2203415,MACS_peak_85-3,11854.368,3453.87732,both replicates,yes,5,-,yes,intergenic,0.3771476
chr2L,2203921,2204350,2204065,MACS_peak_85-4,415.003121,298.214662,replicate 1,yes,0,no element,no,genic,0
chr2L,2220191,2220581,2220315,MACS_peak_86-1,331.916451,223.63436,none,no,0,no element,no,promoter & genic,5.5142418
chr2L,2220591,2220811,2220775,MACS_peak_86-2,203.944651,66.4441169,none,yes,0,no element,no,promoter,86.31007828
chr2L,2220821,2220981,2220930,MACS_peak_86-3,113.512809,93.2385996,none,yes,0,no element,no,genic,75.79185605
chr2L,2220991,2221371,2221220,MACS_peak_86-4,335.58032,500.804165,replicate 1,yes,0,no element,no,genic,23.9007947
chr2L,2221381,2221871,2221700,MACS_peak_86-5,6452.63157,2768.3413,both replicates,yes,1,-,yes,promoter & genic,15.8401992
chr2L,2221881,2222400,2222045,MACS_peak_86-6,6774.97978,3153.65683,both replicates,yes,4,+,yes,promoter & genic,99.97364151
chr2L,2226601,2227640,2227415,MACS_peak_87-1,3534.33026,2328.60678,both replicates,yes,5,-,yes,genic,23.10706531
chr2L,2227981,2228071,2227995,MACS_peak_88-1,124.031432,110.940078,replicate 1,yes,0,no element,no,genic,38.30388947
chr2L,2228081,2228870,2228425,MACS_peak_88-2,2209.34468,1327.22909,replicate 1,yes,0,no element,no,genic,18.9263898
chr2L,2241411,2241591,2241540,MACS_peak_89-1,101.59473,145.069648,none,yes,0,no element,no,intergenic,0
chr2L,2241601,2242031,2241725,MACS_peak_89-2,419.19676,285.060268,both replicates,yes,0,no element,no,intergenic,0
chr2L,2242041,2243011,2242285,MACS_peak_89-3,21002.3538,15981.2949,both replicates,yes,11,+,yes,promoter,187.9870948
chr2L,2243021,2243410,2243235,MACS_peak_89-4,319.068524,200.355692,replicate 1,yes,0,no element,no,genic,1.967082649
chr2L,2362431,2362601,2362505,MACS_peak_90-1,55.1088565,102.965813,replicate 1,yes,0,no element,no,genic,20.18108775
chr2L,2362611,2363371,2363105,MACS_peak_90-2,13300.7279,4358.18344,both replicates,yes,4,+,yes,promoter & genic,37.86511427
chr2L,2363381,2363781,2363590,MACS_peak_90-3,5183.20974,2156.45592,both replicates,yes,1,+,yes,promoter & genic,54.84661449
chr2L,2363791,2364271,2364125,MACS_peak_90-4,4374.45943,2030.59199,both replicates,yes,0,no element,no,genic,42.66697146
chr2L,2364281,2364661,2364415,MACS_peak_90-5,1960.52514,995.390736,both replicates,yes,0,no element,no,genic,53.93948868
chr2L,2364671,2364931,2364715,MACS_peak_90-6,414.129359,228.548456,replicate 1,yes,0,no element,no,genic,129.0164828
chr2L,2364941,2365160,2365025,MACS_peak_90-7,206.509768,265.780179,replicate 1,yes,0,no element,no,promoter & genic,31.49551548
chr2L,2365181,2365980,2365555,MACS_peak_91-1,1775.44368,1411.10846,replicate 1,yes,2,-,yes,promoter & genic,138.3292993
chr2L,2373281,2373461,2373350,MACS_peak_92-1,56.043866,217.527395,replicate 1,yes,0,no element,no,genic,4.535629749
chr2L,2373471,2374290,2373795,MACS_peak_92-2,1635.97761,1454.87171,replicate 1,yes,0,no element,no,genic,13.88297501
chr2L,2427611,2428231,2427935,MACS_peak_93-1,1102.33146,625.675399,both replicates,yes,2,+,yes,promoter,0.3771476
chr2L,2428241,2428660,2428385,MACS_peak_93-2,442.553906,736.000595,both replicates,no,0,no element,no,genic,0.15283075
chr2L,2450391,2451461,2451095,MACS_peak_94-1,13692.4764,7202.6636,both replicates,yes,4,-,yes,promoter & genic,2.649891749
chr2L,2451471,2451650,2451505,MACS_peak_94-2,118.447417,148.356272,replicate 1,yes,0,no element,no,genic,1.742765799
chr2L,2493151,2493670,2493445,MACS_peak_95-1,1123.08278,735.645322,replicate 1,no,1,+,no,genic,18.31506684
chr2L,2576431,2577181,2576785,MACS_peak_96-1,1927.35896,1088.11794,both replicates,yes,2,+,yes,genic,11.262659
chr2L,2577191,2577340,2577260,MACS_peak_96-2,76.7011212,56.7622554,replicate 1,yes,0,no element,no,promoter,7.939816698
chr2L,2729711,2729871,2729765,MACS_peak_97-1,86.1580512,144.339107,replicate 1,no,0,no element,no,promoter,0
chr2L,2729881,2730520,2730135,MACS_peak_97-2,840.354111,648.31189,replicate 1,no,0,no element,no,genic,147.7358409
chr2L,2750831,2751360,2751065,MACS_peak_98-1,981.532455,957.369852,replicate 1,yes,1,+,yes,intergenic,41.64644893
chr2L,2752011,2752171,2752110,MACS_peak_99-1,64.7069848,81.0650982,replicate 1,yes,0,no element,no,intergenic,38.3236066
chr2L,2752181,2752501,2752370,MACS_peak_99-2,494.166943,263.696665,replicate 1,yes,0,no element,no,promoter,35.71562521
chr2L,2752511,2753601,2753145,MACS_peak_99-3,23066.069,16800.524,both replicates,yes,10,+,yes,promoter & genic,304.077021
chr2L,2753611,2754071,2753855,MACS_peak_99-4,3539.48868,1456.98176,both replicates,yes,2,+,yes,genic,61.24826518
chr2L,2754081,2754891,2754515,MACS_peak_99-5,17356.3018,12034.0238,both replicates,yes,9,-,yes,genic,71.34990562
chr2L,2754901,2755931,2755415,MACS_peak_99-6,21026.933,10556.8128,both replicates,yes,6,+,yes,genic,52.12523712
chr2L,2755941,2756211,2756035,MACS_peak_99-7,262.687945,196.620635,replicate 1,yes,0,no element,no,genic,36.29737252
chr2L,2756221,2756370,2756255,MACS_peak_99-8,70.1816002,46.8221313,none,yes,0,no element,no,genic,29.31645076
chr2L,2798841,2799350,2799085,MACS_peak_100-1,633.080494,354.769503,none,no,20,+,no,genic,0
chr2L,2804421,2804531,2804500,MACS_peak_101-1,146.659122,158.496475,replicate 1,yes,0,no element,no,intergenic,0.15283075
chr2L,2804541,2805610,2805005,MACS_peak_101-2,7108.12129,3720.65389,both replicates,yes,5,-,yes,promoter,1.4371043
chr2L,2807341,2807551,2807415,MACS_peak_102-1,134.735975,146.445199,none,yes,0,no element,no,genic,0.3771476
chr2L,2807561,2807761,2807665,MACS_peak_102-2,199.406297,133.094397,replicate 1,yes,0,no element,no,genic,0.825781301
chr2L,2807771,2808521,2808065,MACS_peak_102-3,2108.98839,1274.88531,replicate 1,yes,2,+,yes,promoter & genic,0.672950551
chr2L,2808531,2808630,2808580,MACS_peak_102-4,97.7002596,166.238471,replicate 1,yes,0,no element,no,genic,9.2857178
chr2L,2829491,2829691,2829520,MACS_peak_103-1,108.371634,128.321448,none,no,0,no element,no,genic,0.90712595
chr2L,2829701,2829961,2829845,MACS_peak_103-2,333.946727,165.228652,none,no,2,+,no,genic,0.7542952
chr2L,2829971,2830400,2830110,MACS_peak_103-3,407.861532,236.910941,none,no,1,-,no,genic,11.84440631
chr2L,2857741,2857951,2857825,MACS_peak_104-1,90.9475915,62.9681292,replicate 1,yes,0,no element,no,genic,27.9680735
chr2L,2857961,2858511,2858155,MACS_peak_104-2,1389.09358,691.951043,both replicates,yes,0,no element,no,genic,11.56832045
chr2L,2858521,2858670,2858640,MACS_peak_104-3,26.3212631,29.2191262,replicate 1,yes,0,no element,no,genic,14.4942981
chr2L,2861471,2861651,2861580,MACS_peak_105-1,65.5834383,129.859027,none,yes,0,no element,no,genic,6.584057048
chr2L,2861661,2861921,2861785,MACS_peak_105-2,273.520417,317.704864,replicate 1,yes,0,no element,no,genic,6.736887798
chr2L,2861931,2862761,2862485,MACS_peak_105-3,10455.5765,5510.65312,both replicates,yes,0,no element,no,promoter & genic,85.25259654
chr2L,2862771,2862981,2862865,MACS_peak_105-4,174.00958,171.329338,replicate 1,yes,0,no element,no,genic,13.07691082
chr2L,2862991,2863201,2863135,MACS_peak_105-5,142.888211,73.5511995,replicate 1,yes,0,no element,no,genic,11.4056312
chr2L,2863211,2863440,2863310,MACS_peak_105-6,195.379462,107.680983,none,yes,0,no element,no,genic,11.86412345
chr2L,2874211,2874601,2874365,MACS_peak_106-1,365.909338,291.83885,replicate 1,no,0,no element,no,genic,61.30003409
chr2L,2874611,2875440,2874920,MACS_peak_106-2,4879.52933,1976.23421,both replicates,yes,1,+,yes,promoter,19.66096783
chr2L,2884291,2884691,2884545,MACS_peak_107-1,307.896253,306.46225,replicate 1,yes,0,no element,no,genic,16.48109785
chr2L,2884701,2885651,2884945,MACS_peak_107-2,3593.47542,2001.63434,both replicates,yes,0,no element,no,genic,119.6001285
chr2L,2885661,2887291,2886725,MACS_peak_107-3,27214.7218,13687.4174,both replicates,yes,13,-,yes,genic,8.316964298
chr2L,2887301,2887521,2887395,MACS_peak_107-4,307.519241,4.60686844,replicate 1,yes,0,no element,no,genic,3.781334549
chr2L,2887531,2887941,2887915,MACS_peak_107-5,462.384844,520.914837,both replicates,yes,0,no element,no,promoter & genic,4.994121999
chr2L,2887951,2888441,2888195,MACS_peak_107-6,1805.99304,767.818034,both replicates,yes,2,-,yes,promoter & genic,17.25511014
chr2L,2888451,2889261,2888955,MACS_peak_107-7,11857.4862,4672.33497,both replicates,yes,4,-,yes,genic,2.72137785
chr2L,2889271,2889840,2889400,MACS_peak_107-8,2165.47559,1107.19797,both replicates,yes,1,+,yes,genic,7.572527647
chr2L,2899881,2900151,2900005,MACS_peak_108-1,177.09785,46.676068,replicate 1,yes,0,no element,no,genic,5.432897151
chr2L,2900161,2900631,2900300,MACS_peak_108-2,1437.75645,455.498628,replicate 1,yes,5,+,yes,genic,2.874208599
chr2L,2900641,2900721,2900665,MACS_peak_108-3,156.3172,148.111555,replicate 1,yes,0,no element,no,genic,4.688460499
chr2L,2900731,2900800,2900775,MACS_peak_108-4,137.169645,100.206447,none,yes,0,no element,no,genic,5.218438849
chr2L,2905981,2906690,2906315,MACS_peak_109-1,666.498954,776.402856,none,yes,0,no element,no,genic,4.60711585
chr2L,2907841,2908251,2908040,MACS_peak_110-1,339.987654,343.889389,none,yes,0,no element,no,genic,8.541281149
chr2L,2908261,2908591,2908485,MACS_peak_110-2,376.169364,87.8889009,replicate 1,yes,0,no element,no,genic,17.54105455
chr2L,2908601,2909361,2908985,MACS_peak_110-3,1732.34408,1144.92777,replicate 1,yes,2,+,yes,genic,8.063071802
chr2L,2909371,2910130,2909665,MACS_peak_110-4,976.156986,1367.82948,none,yes,6,+,yes,genic,3.312983751
chr2L,2922041,2922341,2922195,MACS_peak_111-1,312.799014,350.297213,replicate 1,yes,0,no element,no,genic,5.003980547
chr2L,2922351,2922891,2922595,MACS_peak_111-2,1624.88219,751.724133,replicate 1,yes,4,+,yes,genic,4.8314327
chr2L,2922901,2922960,2922955,MACS_peak_111-3,61.5916287,175.060005,replicate 1,yes,0,no element,no,genic,4.464143649
chr2L,2924231,2925011,2924465,MACS_peak_112-1,9195.45083,3699.56873,both replicates,yes,4,+,yes,genic,3.179870099
chr2L,2925021,2925451,2925315,MACS_peak_112-2,875.183268,320.362422,replicate 1,yes,3,+,yes,genic,4.067278951
chr2L,2925461,2925740,2925595,MACS_peak_112-3,228.785043,237.677635,replicate 1,yes,3,+,yes,genic,5.218438849
chr2L,2935641,2936171,2935945,MACS_peak_113-1,770.173847,347.713937,replicate 1,yes,0,no element,no,genic,1.35575965
chr2L,2936181,2936330,2936325,MACS_peak_113-2,69.5664997,2.40054237,replicate 1,yes,0,no element,no,genic,5.432897151
chr2L,2955531,2956561,2955985,MACS_peak_114-1,9796.86796,4656.69983,both replicates,yes,6,-,yes,genic,1.212787449
chr2L,2956571,2956990,2956875,MACS_peak_114-2,320.877267,506.520527,replicate 1,yes,0,no element,no,promoter & genic,0.22431685
chr2L,2957581,2958580,2957945,MACS_peak_115-1,5509.16332,3110.06758,both replicates,yes,7,-,yes,genic,0.52997835
chr2L,2958651,2958731,2958655,MACS_peak_116-1,81.3684282,233.123712,replicate 1,yes,0,no element,no,promoter & genic,0.52997835
chr2L,2958741,2959201,2959055,MACS_peak_116-2,1395.92005,977.582825,both replicates,yes,0,no element,no,promoter & genic,5.524100348
chr2L,2959211,2959460,2959285,MACS_peak_116-3,140.115805,358.009425,both replicates,yes,0,no element,no,genic,7.266866148
chr2L,3046321,3047410,3046845,MACS_peak_117-1,2364.05099,2254.01636,both replicates,no,1,+,no,genic,695.7458657
chr2L,3055021,3055511,3055295,MACS_peak_118-1,423.118865,647.092324,replicate 1,yes,0,no element,no,genic,0.60146445
chr2L,3055521,3055921,3055745,MACS_peak_118-2,680.908069,635.554885,replicate 1,yes,0,no element,no,intergenic,5.972734049
chr2L,3055931,3056161,3056045,MACS_peak_118-3,432.740319,490.221197,both replicates,yes,0,no element,no,intergenic,2.6400332
chr2L,3056171,3057211,3056515,MACS_peak_118-4,14726.503,10113.7989,both replicates,yes,2,+,yes,promoter,284.6773748
chr2L,3057221,3057280,3057260,MACS_peak_118-5,62.1227633,194.796477,replicate 1,yes,0,no element,no,genic,50.31836732
